DATA,83,24.2,4.95,1.00
DATA,84,24.1,4.76,0.80
DATA,85,24.3,5.07,1.00
DATA,86,25.5,4.86,1.02
DATA,87,25.2,4.71,0.89
DATA,88,25.7,4.91,0.92
DATA,89,26.0,5.24,0.90
DATA,90,24.4,5.15,1.01
DATA,91,25.8,5.24,0.89
DATA,92,24.1,5.26,1.09
DATA,93,25.6,4.72,0.98
DATA,94,24.4,5.15,1.19
DATA,95,24.2,4.74,1.08
DATA,96,24.7,5.20,1.20
DATA,97,25.4,4.72,1.10
DATA,98,25.8,5.16,1.20
DATA,99,25.4,5.09,1.15
DATA,100,25.7,5.12,1.09
DATA,101,25.5,4.95,1.20
DATA,102,25.8,5.15,1.14
DATA,103,26.0,4.93,1.09
DATA,104,24.4,4.91,1.12
DATA,105,24.1,4.87,0.97
DATA,106,25.6,4.98,1.10
DATA,107,24.3,5.00,0.97
DATA,108,25.1,4.96,0.87
DATA,109,25.0,5.27,1.07
DATA,110,25.5,5.25,1.16
DATA,111,24.4,5.11,1.00
DATA,112,25.4,4.82,1.14
DATA,113,25.4,5.29,1.00
DATA,114,25.4,4.72,1.17
DATA,115,26.0,5.08,1.07
DATA,116,25.4,5.02,1.15
DATA,117,25.4,5.00,0.90
DATA,118,24.2,5.21,1.17
DATA,119,26.0,5.06,0.91
DATA,120,25.1,5.01,0.93
DATA,121,24.6,4.99,0.82
DATA,122,24.0,4.82,1.04
DATA,123,26.0,4.90,1.01
DATA,124,24.7,4.99,0.93
DATA,125,25.4,5.03,1.14
DATA,126,24.3,4.91,1.05
DATA,127,24.6,5.17,1.10
DATA,128,24.8,4.91,0.81
DATA,129,24.1,4.91,1.08
DATA,130,25.8,5.06,0.86
DATA,131,25.6,4.95,1.04
DATA,132,25.0,5.04,1.10
DATA,133,25.8,4.82,1.03
DATA,134,25.1,4.76,0.89
DATA,135,25.0,4.79,1.08
DATA,136,24.6,5.07,0.80
DATA,137,25.2,4.75,0.80
DATA,138,24.4,5.02,0.91
DATA,139,25.3,4.79,0.89
DATA,140,25.2,5.23,1.17
DATA,141,24.6,5.22,1.16
DATA,142,25.7,5.19,0.87
DATA,143,25.6,4.85,0.86
DATA,144,24.5,5.30,1.20
DATA,145,25.6,4.71,0.83
DATA,146,24.5,5.10,0.87
DATA,147,24.6,5.15,0.97
DATA,148,25.6,5.13,0.90
DATA,149,25.5,5.04,1.01
DATA,150,25.5,4.76,1.02
DATA,151,24.7,5.01,0.94
DATA,152,24.1,4.83,1.15
DATA,153,25.2,4.82,0.96
DATA,154,25.5,4.99,1.01
DATA,155,24.9,5.10,0.96
DATA,156,24.6,4.86,1.19
DATA,157,24.3,4.96,1.07
DATA,158,24.8,5.19,0.92
DATA,159,25.0,4.91,1.11
DATA,160,24.6,5.01,0.80
DATA,161,24.8,5.03,1.18
DATA,162,25.6,5.04,0.81
DATA,163,24.3,4.92,0.91
DATA,164,26.0,5.03,0.81
DATA,165,24.7,4.84,0.96
DATA,166,24.7,5.03,1.18
DATA,167,25.2,5.18,1.13
DATA,168,25.7,5.12,1.18
DATA,169,24.0,5.25,0.87
DATA,170,25.4,5.12,1.16
DATA,171,25.3,5.30,0.82
DATA,172,25.2,5.08,1.01
DATA,173,24.4,4.87,1.05
DATA,174,25.6,5.29,0.99
DATA,175,24.9,4.98,1.05
DATA,176,25.6,5.21,1.02
DATA,177,24.4,4.72,0.81
DATA,178,25.8,5.23,1.12
DATA,179,25.1,4.92,0.97
DATA,180,24.5,5.24,1.04
DATA,181,26.0,5.28,1.10
DATA,182,24.8,5.30,1.12
DATA,183,25.2,4.75,0.93
DATA,184,24.2,5.08,0.88
DATA,185,24.9,5.27,1.03
DATA,186,24.0,4.70,0.88
DATA,187,24.7,5.14,0.86
DATA,188,24.2,4.81,1.05
DATA,189,26.0,5.12,0.96
DATA,190,24.0,5.22,1.17
DATA,191,25.8,4.88,1.17
DATA,192,24.5,5.06,1.15
DATA,193,25.5,4.93,1.07
DATA,194,26.0,5.10,0.98
DATA,195,24.4,4.84,0.86
DATA,196,25.5,5.20,1.10
DATA,197,25.8,4.94,1.08
DATA,198,25.6,5.26,1.01
DATA,199,25.2,4.72,0.88
DATA,200,25.1,5.18,0.98
DATA,201,25.9,4.82,0.84
DATA,202,24.0,4.92,0.86
DATA,203,25.2,5.16,1.19
DATA,204,24.5,4.74,1.13
DATA,205,25.2,5.30,1.00
DATA,206,24.6,4.79,0.84
DATA,207,25.5,4.99,0.99
DATA,208,25.1,5.12,0.92
DATA,209,25.8,5.17,0.86
DATA,210,24.5,4.95,0.83
DATA,211,25.5,5.22,0.87
DATA,212,25.5,5.02,1.20
DATA,213,26.0,5.05,0.86
DATA,214,25.5,4.77,1.02
DATA,215,24.9,4.75,0.88
DATA,216,25.9,4.98,0.85
DATA,217,26.0,5.17,0.82
DATA,218,25.4,5.18,1.08
DATA,219,24.6,5.12,0.85
DATA,220,24.5,5.14,0.82
DATA,221,25.1,4.98,0.92
DATA,222,24.7,5.02,0.90
DATA,223,25.3,5.20,1.16
DATA,224,25.1,4.72,1.07
DATA,225,25.4,4.88,1.00
DATA,226,25.0,5.23,1.16
DATA,227,25.6,4.81,1.08
DATA,228,25.3,4.84,0.88
DATA,229,25.5,4.75,1.07
DATA,230,24.1,4.96,0.96
DATA,231,25.7,5.09,0.98
DATA,232,24.1,5.23,1.14
DATA,233,25.1,4.94,1.00
DATA,234,25.9,5.11,1.15
DATA,235,24.6,4.75,1.13
DATA,236,24.3,5.01,0.90
DATA,237,25.3,4.73,1.07
DATA,238,25.2,5.10,1.19
DATA,239,26.0,5.29,1.00
DATA,240,25.8,5.22,0.97
DATA,241,24.5,4.74,0.83
DATA,242,26.0,4.84,1.16
DATA,243,25.8,4.81,0.82
DATA,244,24.0,5.09,0.98
DATA,245,25.2,5.06,1.12
DATA,246,24.3,4.80,1.03
DATA,247,24.6,5.19,1.11
DATA,248,25.9,4.79,0.83
DATA,249,24.6,4.89,0.98
DATA,250,25.7,4.92,0.88
DATA,251,25.5,4.91,1.05
DATA,252,25.2,5.00,0.86
DATA,253,25.6,4.78,1.15
DATA,254,24.2,4.73,1.11
DATA,255,25.0,4.87,1.06
DATA,256,24.7,4.71,1.07
DATA,257,25.6,5.26,1.16
DATA,258,25.2,4.80,1.04
DATA,259,25.9,4.77,1.02
DATA,260,24.7,4.81,0.80
DATA,261,25.4,4.84,1.20
DATA,262,24.4,4.92,1.09
DATA,263,24.8,5.05,1.13
DATA,264,24.7,5.23,0.83
DATA,265,24.9,5.15,1.01
DATA,266,24.5,5.19,0.84
DATA,267,24.4,4.83,0.85
DATA,268,25.4,5.20,1.18
DATA,269,24.6,5.10,0.94
DATA,270,24.9,4.76,1.04
DATA,271,25.4,4.77,1.12
DATA,272,25.7,5.13,0.92
DATA,273,25.2,4.84,1.05
DATA,274,25.2,4.79,0.98
DATA,275,25.6,5.21,0.89
DATA,276,24.9,5.30,1.19
DATA,277,24.1,4.87,1.00
DATA,278,24.5,4.76,1.12
DATA,279,25.2,4.93,0.80
DATA,280,24.8,5.28,1.16
DATA,281,24.2,4.92,1.20
DATA,282,24.2,4.84,1.08
DATA,283,25.3,5.06,1.05
DATA,284,24.7,4.80,1.02
DATA,285,24.6,4.78,0.80
DATA,286,25.6,5.00,1.14
DATA,287,25.9,4.91,0.93
DATA,288,25.1,5.01,1.18
DATA,289,25.8,4.93,1.13
DATA,290,24.8,4.97,1.12
DATA,291,24.2,5.28,0.87
DATA,292,24.6,5.20,1.13
DATA,293,25.0,5.04,0.94
DATA,294,24.9,5.05,1.16
DATA,295,25.8,5.04,0.84
DATA,296,25.3,5.16,0.97
DATA,297,25.9,4.76,1.16
DATA,298,24.7,4.79,0.96
DATA,299,24.0,5.12,1.18
DATA,300,25.3,5.14,0.84
